club_a_slug,club_a,club_b_slug,club_b,player,normalized_player,player_qid,player_api_football_id,accepted_answers
arsenal,Arsenal,aston-villa,Aston Villa,Henri Lansbury,henri lansbury,Q337448,,henri george lansbury;henri lansbury
arsenal,Arsenal,aston-villa,Aston Villa,Jimmy Rimmer,jimmy rimmer,Q1370782,,jimmy rimmer;john james rimmer
arsenal,Arsenal,aston-villa,Aston Villa,John Lumsden,john lumsden,Q16266871,,john lumsden
arsenal,Arsenal,aston-villa,Aston Villa,John Woodward,john woodward,Q10406852,,john woodward
arsenal,Arsenal,aston-villa,Aston Villa,Johnny MacLeod,johnny macleod,Q10379465,,john murdoch macleod;johnny macleod
arsenal,Arsenal,aston-villa,Aston Villa,Keith Fahey,keith fahey,Q470762,,keith declan fahey;keith fahey
arsenal,Arsenal,aston-villa,Aston Villa,Kevin Richardson,kevin richardson,Q966909,,kevin richardson
arsenal,Arsenal,aston-villa,Aston Villa,Leigh Richmond Roose,leigh richmond roose,Q3830019,,leigh richmond roose
arsenal,Arsenal,aston-villa,Aston Villa,Lino Sousa,lino sousa,Q114027511,,lino goncalo da cruz sousa;lino sousa
arsenal,Arsenal,aston-villa,Aston Villa,Martin Keown,martin keown,Q314405,,martin keown;martin raymond keown
arsenal,Arsenal,aston-villa,Aston Villa,Mike Pinner,mike pinner,Q6848398,,michael john pinner;mike pinner
arsenal,Arsenal,aston-villa,Aston Villa,Paul Birch,paul birch,Q18719304,,paul anthony birch;paul birch
arsenal,Arsenal,aston-villa,Aston Villa,Paul Merson,paul merson,Q430740,,paul charles merson;paul merson
arsenal,Arsenal,aston-villa,Aston Villa,Peter Kyle,peter kyle,Q7175307,,peter kyle
arsenal,Arsenal,aston-villa,Aston Villa,Philippe Senderos,philippe senderos,Q187450,,philippe senderos;philippe sylvain senderos
arsenal,Arsenal,aston-villa,Aston Villa,Ralph Gaudie,ralph gaudie,Q7287529,,ralph gaudie
arsenal,Arsenal,aston-villa,Aston Villa,Ray Bloomfield,ray bloomfield,Q7297204,,ray bloomfield
arsenal,Arsenal,aston-villa,Aston Villa,Robert Evans,robert evans,Q65081844,,robert ernest evans;robert evans
arsenal,Arsenal,aston-villa,Aston Villa,Robert Pires,robert pires,Q113156,,robert emmanuel pires;robert pires
arsenal,Arsenal,aston-villa,Aston Villa,Rémi Garde,remi garde,Q12160,,remi garde;remi marie francois garde
arsenal,Arsenal,aston-villa,Aston Villa,Steve Sidwell,steve sidwell,Q275710,,steve sidwell;steven james sidwell
arsenal,Arsenal,aston-villa,Aston Villa,Stuart Taylor,stuart taylor,Q314102,,stuart james taylor;stuart taylor
arsenal,Arsenal,atalanta,Atalanta,Jehad Muntasser,jehad muntasser,Q1262107,,jehad abdussalam muntasser;jehad muntasser
arsenal,Arsenal,atalanta,Atalanta,Richard Hughes,richard hughes,Q1386177,,richard daniel hughes;richard hughes
arsenal,Arsenal,atalanta,Atalanta,Sead Kolašinac,sead kolasinac,Q127914,,sead kolasinac
arsenal,Arsenal,atalanta,Atalanta,Vito Mannone,vito mannone,Q275977,,vito mannone
arsenal,Arsenal,athletic-bilbao,Athletic Bilbao,Kepa Arrizabalaga,kepa arrizabalaga,Q3195361,,kepa arrizabalaga;kepa arrizabalaga revuelta
arsenal,Arsenal,atletico-madrid,Atlético Madrid,Fran Mérida,fran merida,Q313786,,fran merida;francisco merida perez
arsenal,Arsenal,atletico-madrid,Atlético Madrid,Gabriel Paulista,gabriel paulista,Q14602686,,gabriel armando de abreu;gabriel paulista
arsenal,Arsenal,atletico-madrid,Atlético Madrid,José Antonio Reyes,jose antonio reyes,Q276399,,jose antonio reyes;jose antonio reyes calderon
arsenal,Arsenal,atletico-madrid,Atlético Madrid,Lucas Torreira,lucas torreira,DEMO-051-lucas-torreira,,lucas sebastian torreira di pascua;lucas torreira
arsenal,Arsenal,atletico-madrid,Atlético Madrid,Lucas Torreira,lucas torreira,Q16302330,,lucas sebastian torreira di pascua;lucas torreira
arsenal,Arsenal,atletico-madrid,Atlético Madrid,Thomas Partey,thomas partey,Q15963873,,thomas partey;thomas teye partey
arsenal,Arsenal,austria-wien,Austria Wien,Nacer Barazite,nacer barazite,Q314779,,nacer barazite
arsenal,Arsenal,auxerre,Auxerre,Abou Diaby,abou diaby,Q1943,,abou diaby;vassiriki abou diaby
arsenal,Arsenal,auxerre,Auxerre,Bacary Sagna,bacary sagna,Q1938,,bacary sagna
arsenal,Arsenal,auxerre,Auxerre,Yaya Sanogo,yaya sanogo,Q2245840,,yaya sanogo
arsenal,Arsenal,barcelona,Barcelona,Alex Song,alex song,Q189012,,alex song;alexandre dimitri song billong
arsenal,Arsenal,barcelona,Barcelona,Alexander Hleb,alexander hleb,Q188542,,alexander hleb;aliaksandr paulavich hleb
arsenal,Arsenal,barcelona,Barcelona,Alexis Sánchez,alexis sanchez,DEMO-005-alexis-sánchez,,alexis alejandro sanchez sanchez;alexis sanchez
arsenal,Arsenal,barcelona,Barcelona,Alexis Sánchez,alexis sanchez,Q180553,,alexis alejandro sanchez sanchez;alexis sanchez
arsenal,Arsenal,barcelona,Barcelona,Billy Lambe,billy lambe,Q26262412,,billy lambe;william charles lambe
arsenal,Arsenal,barcelona,Barcelona,Cesc Fàbregas,cesc fabregas,DEMO-004-cesc-fàbregas,,cesc fabregas;francesc fabregas soler
arsenal,Arsenal,barcelona,Barcelona,Cesc Fàbregas,cesc fabregas,Q17499,,cesc fabregas
arsenal,Arsenal,barcelona,Barcelona,Denis Suárez,denis suarez,Q2092171,,denis suarez;denis suarez fernandez
arsenal,Arsenal,barcelona,Barcelona,Emmanuel Petit,emmanuel petit,Q269883,,emmanuel laurent petit;emmanuel petit
arsenal,Arsenal,barcelona,Barcelona,Fran Mérida,fran merida,Q313786,,fran merida;francisco merida perez
arsenal,Arsenal,barcelona,Barcelona,Francis Cagigao Souto,francis cagigao souto,Q29018467,,francis cagigao;francis cagigao souto;francisco cagigao souto
arsenal,Arsenal,barcelona,Barcelona,Giovanni van Bronckhorst,giovanni van bronckhorst,Q173360,,giovanni christiaan van bronckhorst;giovanni van bronckhorst
arsenal,Arsenal,barcelona,Barcelona,Héctor Bellerín,hector bellerin,Q14947422,,hector bellerin;hector bellerin moruno
arsenal,Arsenal,barcelona,Barcelona,Ian Poveda,ian poveda,Q60884779,,ian carlo poveda ocampo;ian poveda
arsenal,Arsenal,barcelona,Barcelona,Ignasi Miquel,ignasi miquel,Q538897,,ignasi miquel;ignasi miquel pons
arsenal,Arsenal,barcelona,Barcelona,Jon Toral,jon toral,Q9012558,,jon miquel toral harper;jon toral
arsenal,Arsenal,barcelona,Barcelona,Julio Pleguezuelo,julio pleguezuelo,Q16318702,,julio jose pleguezuelo selva;julio pleguezuelo
arsenal,Arsenal,barcelona,Barcelona,Marc Overmars,marc overmars,Q219248,,marc overmars
arsenal,Arsenal,barcelona,Barcelona,Mikel Arteta,mikel arteta,Q185572,,mikel arteta;mikel arteta amatriain
arsenal,Arsenal,barcelona,Barcelona,Neto,neto,Q62657,,darcy dolce neto;helio hermito zampier neto;luis antonio neto;neto;norberto murara neto
arsenal,Arsenal,barcelona,Barcelona,Pierre-Emerick Aubameyang,pierre emerick aubameyang,DEMO-006-pierre-emerick-aubameyang,,aubameyang;pierre emerick aubameyang;pierre emerick emiliano francois aubameyang
arsenal,Arsenal,barcelona,Barcelona,Pierre-Emerick Aubameyang,pierre emerick aubameyang,Q44977,,pierre emerick aubameyang;pierre emerick emiliano francois aubameyang
arsenal,Arsenal,barcelona,Barcelona,Sylvinho,sylvinho,Q312002,,sylvinho;sylvio mendes campos junior
arsenal,Arsenal,barcelona,Barcelona,Thierry Henry,thierry henry,DEMO-003-thierry-henry,,thierry daniel henry;thierry henry
arsenal,Arsenal,barcelona,Barcelona,Thierry Henry,thierry henry,Q45901,,thierry henry
arsenal,Arsenal,barcelona,Barcelona,Thomas Vermaelen,thomas vermaelen,Q184177,,thomas vermaelen
arsenal,Arsenal,barcelona,Barcelona,Wojciech Szczęsny,wojciech szczesny,Q188997,,wojciech szczesny;wojciech tomasz szczesny
arsenal,Arsenal,basel,Basel,Eduardo,eduardo,Q180444,,eduardo;eduardo adelino da silva;eduardo alves da silva;eduardo carvalho;eduardo dos reis carvalho;eduardo ferreira abdo pacheco;eduardo henrique;eduardo henrique da silva;eduardo jesus;eduardo neves;eduardo neves de castro;eduardo pacheco;eduardo pinto de jesus
arsenal,Arsenal,basel,Basel,Granit Xhaka,granit xhaka,DEMO-153-granit-xhaka,,granit xhaka
arsenal,Arsenal,basel,Basel,Granit Xhaka,granit xhaka,Q514427,,granit xhaka
arsenal,Arsenal,basel,Basel,Mohamed Elneny,mohamed elneny,Q3318533,,mohamed elneny;mohamed naser elsayed elneny
arsenal,Arsenal,basel,Basel,Riccardo Calafiori,riccardo calafiori,Q97999586,,riccardo calafiori
arsenal,Arsenal,bastia,Bastia,Alex Song,alex song,Q189012,,alex song;alexandre dimitri song billong
arsenal,Arsenal,bastia,Bastia,Pierre-Emerick Aubameyang,pierre emerick aubameyang,Q44977,,pierre emerick aubameyang;pierre emerick emiliano francois aubameyang
arsenal,Arsenal,bastia,Bastia,Sébastien Squillaci,sebastien squillaci,Q1942,,sebastien jean baptiste squillaci;sebastien squillaci
arsenal,Arsenal,bayer-leverkusen,Bayer Leverkusen,Bernd Leno,bernd leno,Q309966,,bernd leno
arsenal,Arsenal,bayer-leverkusen,Bayer Leverkusen,Granit Xhaka,granit xhaka,DEMO-153-granit-xhaka,,granit xhaka
arsenal,Arsenal,bayer-leverkusen,Bayer Leverkusen,Granit Xhaka,granit xhaka,Q514427,,granit xhaka
arsenal,Arsenal,bayer-leverkusen,Bayer Leverkusen,Jorginho,jorginho,DEMO-009-jorginho,,jorge de amorim campos;jorge fernando barbosa intima;jorge luis da silva;jorge luiz frello filho;jorge luiz pereira sousa;jorginho
arsenal,Arsenal,bayer-leverkusen,Bayer Leverkusen,Juan,juan,Q779177,,juan;juan maldonado jaimez junior;juan santos da silva;juan silveira dos santos
arsenal,Arsenal,bayer-leverkusen,Bayer Leverkusen,Kai Havertz,kai havertz,DEMO-152-kai-havertz,,kai havertz;kai lukas havertz
arsenal,Arsenal,bayer-leverkusen,Bayer Leverkusen,Kai Havertz,kai havertz,Q27310755,,kai havertz;kai lukas havertz
arsenal,Arsenal,bayer-leverkusen,Bayer Leverkusen,Michal Papadopulos,michal papadopulos,Q953497,,michal papadopulos
arsenal,Arsenal,bayer-leverkusen,Bayer Leverkusen,Nathan Tella,nathan tella,Q96464733,,nathan adewale temitayo tella;nathan tella
arsenal,Arsenal,bayer-leverkusen,Bayer Leverkusen,Piero Hincapié,piero hincapie,Q101053044,,piero hincapie;piero martin hincapie reyna
arsenal,Arsenal,bayer-leverkusen,Bayer Leverkusen,Stefan Schwarz,stefan schwarz,Q432154,,hans jurgen stefan schwarz;stefan schwarz
arsenal,Arsenal,bayern-munich,Bayern Münih,Jorginho,jorginho,DEMO-009-jorginho,,jorge de amorim campos;jorge fernando barbosa intima;jorge luis da silva;jorge luiz frello filho;jorge luiz pereira sousa;jorginho
arsenal,Arsenal,bayern-munich,Bayern Münih,Lukas Podolski,lukas podolski,DEMO-079-lukas-podolski,,lukas josef podolski;lukas podolski
arsenal,Arsenal,bayern-munich,Bayern Münih,Lukas Podolski,lukas podolski,Q134976,,lukas josef podolski;lukas podolski
arsenal,Arsenal,bayern-munich,Bayern Münih,Serge Gnabry,serge gnabry,Q59490,,serge david gnabry;serge gnabry
arsenal,Arsenal,benfica,Benfica,David Luiz,david luiz,DEMO-010-david-luiz,,david luiz;david luiz moreira marinho
arsenal,Arsenal,benfica,Benfica,David Luiz,david luiz,Q193706,,david luiz
arsenal,Arsenal,benfica,Benfica,Eduardo,eduardo,Q180444,,eduardo;eduardo adelino da silva;eduardo alves da silva;eduardo carvalho;eduardo dos reis carvalho;eduardo ferreira abdo pacheco;eduardo henrique;eduardo henrique da silva;eduardo jesus;eduardo neves;eduardo neves de castro;eduardo pacheco;eduardo pinto de jesus
arsenal,Arsenal,benfica,Benfica,Glenn Helder,glenn helder,Q2353547,,glenn helder
arsenal,Arsenal,benfica,Benfica,José Antonio Reyes,jose antonio reyes,Q276399,,jose antonio reyes;jose antonio reyes calderon
arsenal,Arsenal,benfica,Benfica,João Virgínia,joao virginia,Q57315493,,joao manuel neves virginia;joao virginia
arsenal,Arsenal,benfica,Benfica,Michael Thomas,michael thomas,Q275823,,michael lauriston thomas;michael thomas
arsenal,Arsenal,benfica,Benfica,Nuno Tavares,nuno tavares,Q60676459,,nuno albertino varela tavares;nuno tavares
arsenal,Arsenal,benfica,Benfica,Patrick Vieira,patrick vieira,Q46347,,patrick de oliveira vieira;patrick martins vieira;patrick paul vieira;patrick vieira
arsenal,Arsenal,benfica,Benfica,Rui Fonte,rui fonte,Q955451,,rui fonte;rui pedro da rocha fonte
arsenal,Arsenal,benfica,Benfica,Stefan Schwarz,stefan schwarz,Q432154,,hans jurgen stefan schwarz;stefan schwarz
arsenal,Arsenal,besiktas,Beşiktaş,Alex Oxlade-Chamberlain,alex oxlade chamberlain,Q194149,,alex oxlade chamberlain;alexander mark david oxlade chamberlain
arsenal,Arsenal,besiktas,Beşiktaş,Edu,edu,Q314750,,edu;eduardo augusto cameselle machado;eduardo cesar daud gaspar;eduardo godinho felipe;eduardo goncalves de oliveira;eduardo marques de castro silva;jonas eduardo americo;luis eduardo schmidt
arsenal,Arsenal,besiktas,Beşiktaş,Gabriel Paulista,gabriel paulista,Q14602686,,gabriel armando de abreu;gabriel paulista
arsenal,Arsenal,besiktas,Beşiktaş,Leandro Trossard,leandro trossard,Q6509762,,leandro trossard
arsenal,Arsenal,besiktas,Beşiktaş,Mohamed Elneny,mohamed elneny,Q3318533,,mohamed elneny;mohamed naser elsayed elneny
arsenal,Arsenal,besiktas,Beşiktaş,Oğuzhan Özyakup,oguzhan ozyakup,Q529162,,oguzhan ozyakup
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Alan Miller,alan miller,Q2830558,,alan john miller;alan miller
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Amario Cozier-Duberry,amario cozier duberry,Q121438432,,amario cozier duberry;amario oswald gerardo cozier duberry
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Andy Cole,andy cole,Q216928,,andrew alexander cole;andy cole
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Andy Kennedy,andy kennedy,Q4760889,,andrew john kennedy;andrew lynd kennedy;andy kennedy
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Andy Marriott,andy marriott,Q4120819,,andrew marriott;andy marriott
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Anthony Stokes,anthony stokes,Q529425,,anthony christopher stokes;anthony stokes
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Bradley Johnson,bradley johnson,Q2699673,,bradley johnson;bradley paul johnson
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,David Bentley,david bentley,Q310055,,david bentley;david michael bentley
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,David Black,david black,Q10449393,,david black;david gibson black
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,David Raya,david raya,Q19665907,,david raya;david raya martin
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Francis Jeffers,francis jeffers,Q952335,,francis jeffers
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Frank Stapleton,frank stapleton,Q118942,,francis anthony stapleton;frank stapleton
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,George Marks,george marks,Q5542144,,george marks;william george marks
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Ian Poveda,ian poveda,Q60884779,,ian carlo poveda ocampo;ian poveda
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Jackie Milne,jackie milne,Q6248855,,jackie milne;john vance milne
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Jason Banton,jason banton,Q6161973,,jason banton;jason steve banton
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Jay Bothroyd,jay bothroyd,Q456019,,jay bothroyd
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Jimmy Ashcroft,jimmy ashcroft,Q1380045,,james ashcroft;jimmy ashcroft
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Joe Haverty,joe haverty,Q2897847,,joe haverty;joseph haverty
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Joe Hulme,joe hulme,Q603466,,joe hulme;joseph harold anthony hulme
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,John Radford,john radford,Q1179465,,john radford
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,John Russell,john russell,Q60791837,,john russell
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Kaba Diawara,kaba diawara,Q2707459,,kaba diawara
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Paul Dickov,paul dickov,Q372272,,paul dickov
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Paul Harford,paul harford,Q7151129,,paul harford
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Ronnie Clayton,ronnie clayton,Q62128409,,ronald clayton;ronnie clayton
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Ryan Alebiosu,ryan alebiosu,Q110802388,,ryan alebiosu;ryan fiyinfoluwa alebiosu
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Tommie Hoban,tommie hoban,Q10767,,thomas michael hoban;tommie hoban
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,Tommy Briercliffe,tommy briercliffe,Q7819252,,thomas briercliffe;tommy briercliffe
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,William Campbell,william campbell,Q8006498,,william campbell;william cecil campbell
arsenal,Arsenal,blackburn-rovers,Blackburn Rovers,William Garbutt,william garbutt,Q1890969,,william garbutt;william thomas garbutt
arsenal,Arsenal,boavista,Boavista,Edu,edu,Q314750,,edu;eduardo augusto cameselle machado;eduardo cesar daud gaspar;eduardo godinho felipe;eduardo goncalves de oliveira;eduardo marques de castro silva;jonas eduardo americo;luis eduardo schmidt
arsenal,Arsenal,boavista,Boavista,Gilberto Silva,gilberto silva,Q190142,,gilberto aparecido da silva;gilberto manuel pereira da silva;gilberto silva
arsenal,Arsenal,boavista,Boavista,Juan,juan,Q779177,,juan;juan maldonado jaimez junior;juan santos da silva;juan silveira dos santos
arsenal,Arsenal,boavista,Boavista,Li Yuanyi 李源一,li yuanyi,Q14633770,,li yuanyi
arsenal,Arsenal,boavista,Boavista,Marquinhos,marquinhos,DEMO-129-marquinhos,,marcos antonio da silva goncalves;marcos aoas correa;marcos correa dos santos;marcos roberto da silva barbosa;marcus vinicius;marcus vinicius oliveira alencar;marcus viniciusda cruz alves da nobrega;marquinhos
arsenal,Arsenal,boavista,Boavista,Matheus Índio,matheus indio,Q19958173,,indio;matheus da cunha gomes;matheus indio;matheus salgueiro pains
arsenal,Arsenal,boavista,Boavista,Quincy Owusu-Abeyie,quincy owusu abeyie,Q313140,,quincy jamie owusu abeyie;quincy owusu abeyie
arsenal,Arsenal,boca-juniors,Boca Juniors,Catriel Orcellet,catriel orcellet,Q5758772,,catriel ivan victor orcellet;catriel orcellet
arsenal,Arsenal,boca-juniors,Boca Juniors,Mariano Echeverría,mariano echeverria,Q3847770,,mariano echeverria;mariano raul echeverria
arsenal,Arsenal,boca-juniors,Boca Juniors,Nelson Vivas,nelson vivas,Q2332951,,david vivas;nelson vivas
arsenal,Arsenal,bologna,Bologna,Alex Manninger,alex manninger,Q197697,,alex manninger;alexander manninger
arsenal,Arsenal,bologna,Bologna,Emiliano Viviano,emiliano viviano,Q241103,,emiliano viviano
arsenal,Arsenal,bologna,Bologna,Niccolò Galli,niccolo galli,Q3875865,,niccolo galli
arsenal,Arsenal,bologna,Bologna,Nikolaj Möller,nikolaj moller,Q107737083,,nikolaj duus moller;nikolaj moller
arsenal,Arsenal,bologna,Bologna,Riccardo Calafiori,riccardo calafiori,Q97999586,,riccardo calafiori
arsenal,Arsenal,bologna,Bologna,Takehiro Tomiyasu,takehiro tomiyasu,Q21286402,,takehiro tomiyasu
arsenal,Arsenal,bologna,Bologna,Tomas Danilevičius,tomas danilevicius,Q381401,,tomas danilevicius
arsenal,Arsenal,bordeaux,Bordeaux,Clive Allen,clive allen,Q706818,,clive allen
arsenal,Arsenal,bordeaux,Bordeaux,Denílson,denilson,Q488508,,denilson;denilson de oliveira;denilson hernandes santos sineiro;denilson martins nascimento;denilson pereira neves
arsenal,Arsenal,bordeaux,Bordeaux,Kaba Diawara,kaba diawara,Q2707459,,kaba diawara
arsenal,Arsenal,bordeaux,Bordeaux,Laurent Koscielny,laurent koscielny,Q1915,,laurent koscielny
arsenal,Arsenal,bordeaux,Bordeaux,Marouane Chamakh,marouane chamakh,Q42010,,marouane chamakh
arsenal,Arsenal,bordeaux,Bordeaux,Mathieu Debuchy,mathieu debuchy,Q1908,,mathieu debuchy
arsenal,Arsenal,bordeaux,Bordeaux,Sylvain Wiltord,sylvain wiltord,Q217760,,sylvain claude wiltord;sylvain wiltord
arsenal,Arsenal,borussia-dortmund,Borussia Dortmund,Donyell Malen,donyell malen,Q24084301,,donyell malen
arsenal,Arsenal,borussia-dortmund,Borussia Dortmund,Guillaume Warmuz,guillaume warmuz,Q897801,,guillaume warmuz
arsenal,Arsenal,borussia-dortmund,Borussia Dortmund,Guy Demel,guy demel,Q354919,,guy demel;guy roland demel
arsenal,Arsenal,borussia-dortmund,Borussia Dortmund,Henrih Mhitaryan,henrih mhitaryan,Q196219,,henrih mhitaryan
arsenal,Arsenal,borussia-dortmund,Borussia Dortmund,Henrikh Mkhitaryan,henrikh mkhitaryan,DEMO-012-henrikh-mkhitaryan,,henrikh mkhitaryan;mkhitaryan
arsenal,Arsenal,borussia-dortmund,Borussia Dortmund,Jens Lehmann,jens lehmann,Q57114,,jens gerhard lehmann;jens lehmann
arsenal,Arsenal,borussia-dortmund,Borussia Dortmund,Mikel Merino,mikel merino,Q17612631,,mikel merino;mikel merino zazon
arsenal,Arsenal,borussia-dortmund,Borussia Dortmund,Pierre-Emerick Aubameyang,pierre emerick aubameyang,DEMO-006-pierre-emerick-aubameyang,,aubameyang;pierre emerick aubameyang;pierre emerick emiliano francois aubameyang
arsenal,Arsenal,borussia-dortmund,Borussia Dortmund,Pierre-Emerick Aubameyang,pierre emerick aubameyang,Q44977,,pierre emerick aubameyang;pierre emerick emiliano francois aubameyang
arsenal,Arsenal,borussia-dortmund,Borussia Dortmund,Sokratis Papastathopoulos,sokratis papastathopoulos,Q192923,,sokratis papastathopoulos
arsenal,Arsenal,borussia-dortmund,Borussia Dortmund,Thomas Eisfeld,thomas eisfeld,Q247469,,thomas eisfeld
arsenal,Arsenal,borussia-dortmund,Borussia Dortmund,Tomáš Rosický,tomas rosicky,Q29162,,tomas rosicky
arsenal,Arsenal,borussia-monchengladbach,Borussia Mönchengladbach,Granit Xhaka,granit xhaka,DEMO-153-granit-xhaka,,granit xhaka
arsenal,Arsenal,borussia-monchengladbach,Borussia Mönchengladbach,Granit Xhaka,granit xhaka,Q514427,,granit xhaka
arsenal,Arsenal,borussia-monchengladbach,Borussia Mönchengladbach,Håvard Nordtveit,havard nordtveit,Q313936,,havard nordtveit
arsenal,Arsenal,borussia-monchengladbach,Borussia Mönchengladbach,Sebastian Svärd,sebastian svard,Q1384836,,sebastian steve cann svard;sebastian svard
arsenal,Arsenal,braga,Braga,Edu,edu,Q314750,,edu;eduardo augusto cameselle machado;eduardo cesar daud gaspar;eduardo godinho felipe;eduardo goncalves de oliveira;eduardo marques de castro silva;jonas eduardo americo;luis eduardo schmidt
arsenal,Arsenal,braga,Braga,Eduardo,eduardo,Q180444,,eduardo;eduardo adelino da silva;eduardo alves da silva;eduardo carvalho;eduardo dos reis carvalho;eduardo ferreira abdo pacheco;eduardo henrique;eduardo henrique da silva;eduardo jesus;eduardo neves;eduardo neves de castro;eduardo pacheco;eduardo pinto de jesus
arsenal,Arsenal,braga,Braga,Fran Mérida,fran merida,Q313786,,fran merida;francisco merida perez
arsenal,Arsenal,braga,Braga,Jorginho,jorginho,DEMO-009-jorginho,,jorge de amorim campos;jorge fernando barbosa intima;jorge luis da silva;jorge luiz frello filho;jorge luiz pereira sousa;jorginho
arsenal,Arsenal,braga,Braga,Rui Fonte,rui fonte,Q955451,,rui fonte;rui pedro da rocha fonte
arsenal,Arsenal,brest,Brest,David Grondin,david grondin,Q2303087,,david grondin;david roland clement grondin
arsenal,Arsenal,brest,Brest,Vladimir Petrović,vladimir petrovic,Q2529535,,vladimir petrovic
arsenal,Arsenal,brighton,Brighton & Hove Albion,Alex Wilson,alex wilson,Q4717997,,alex wilson;alexander adams wilson
arsenal,Arsenal,brighton,Brighton & Hove Albion,Amario Cozier-Duberry,amario cozier duberry,Q121438432,,amario cozier duberry;amario oswald gerardo cozier duberry
arsenal,Arsenal,brighton,Brighton & Hove Albion,Andy Kennedy,andy kennedy,Q4760889,,andrew john kennedy;andrew lynd kennedy;andy kennedy
arsenal,Arsenal,brighton,Brighton & Hove Albion,Andy Neil,andy neil,Q56070657,,andrew neil;andy neil
arsenal,Arsenal,brighton,Brighton & Hove Albion,Ben White,ben white,Q27839155,,ben white;benjamin william white
arsenal,Arsenal,brighton,Brighton & Hove Albion,Billy Lambe,billy lambe,Q26262412,,billy lambe;william charles lambe
arsenal,Arsenal,brighton,Brighton & Hove Albion,Bradley Johnson,bradley johnson,Q2699673,,bradley johnson;bradley paul johnson
arsenal,Arsenal,brighton,Brighton & Hove Albion,Brian Tawse,brian tawse,Q4965449,,brian tawse
arsenal,Arsenal,brighton,Brighton & Hove Albion,Chris Buckley,chris buckley,Q5106016,,chris buckley;christopher sebastian buckley
arsenal,Arsenal,brighton,Brighton & Hove Albion,Chuba Akpom,chuba akpom,Q13467456,,chuba akpom;chuba amechi akpom
arsenal,Arsenal,brighton,Brighton & Hove Albion,Colin Pates,colin pates,Q544430,,colin george pates;colin pates
arsenal,Arsenal,brighton,Brighton & Hove Albion,Cyril Hodges,cyril hodges,Q5200762,,cyril hodges;cyril leslie hodges
arsenal,Arsenal,brighton,Brighton & Hove Albion,Danny Welbeck,danny welbeck,Q188457,,daniel nii tackie mensah welbeck;danny welbeck
arsenal,Arsenal,brighton,Brighton & Hove Albion,Dave Clelland,dave clelland,Q61962877,,dave clelland;david clelland
arsenal,Arsenal,brighton,Brighton & Hove Albion,David Livermore,david livermore,Q5236676,,david livermore
arsenal,Arsenal,brighton,Brighton & Hove Albion,Eddie Magill,eddie magill,Q5336268,,eddie magill;edward james magill
arsenal,Arsenal,brighton,Brighton & Hove Albion,Frank McAvoy,frank mcavoy,Q5488238,,francis mcavoy;frank mcavoy
arsenal,Arsenal,brighton,Brighton & Hove Albion,Frank Morrad,frank morrad,Q17496584,,frank morrad
arsenal,Arsenal,brighton,Brighton & Hove Albion,Frank Stapleton,frank stapleton,Q118942,,francis anthony stapleton;frank stapleton
arsenal,Arsenal,brighton,Brighton & Hove Albion,Fred Blackman,fred blackman,Q5494642,,fred blackman;frederick ernest blackman
arsenal,Arsenal,brighton,Brighton & Hove Albion,Fred Jones,fred jones,Q5495604,,fred jones;frederick george jones;frederick john jones;frederick jones;frederick william jones
arsenal,Arsenal,brighton,Brighton & Hove Albion,Freddie Groves,freddie groves,Q5497898,,freddie groves;frederick groves;frederick william groves
arsenal,Arsenal,brighton,Brighton & Hove Albion,Fynn Talley,fynn talley,Q122802892,,fynn michael cordell talley;fynn talley
arsenal,Arsenal,brighton,Brighton & Hove Albion,Gavin Hoyte,gavin hoyte,Q380196,,gavin andrew hoyte;gavin hoyte
