club_a_slug,club_a,club_b_slug,club_b,player,normalized_player,player_qid,player_api_football_id,accepted_answers
koln,1. FC Köln,aik,AIK,Derek Boateng,derek boateng,Q299542,,derek boateng;derek owusu boateng
koln,1. FC Köln,aik,AIK,Nebiyou Perry,nebiyou perry,Q66767148,,nebiyou perry
koln,1. FC Köln,al-ahly,Al Ahly,Anthony Modeste,anthony modeste,Q573640,,anthony modeste;anthony stephane bernard modeste
koln,1. FC Köln,auxerre,Auxerre,Gideon Mensah,gideon mensah,Q25939340,,gideon mensah
koln,1. FC Köln,auxerre,Auxerre,Lilian Laslandes,lilian laslandes,Q956723,,lilian laslandes
koln,1. FC Köln,auxerre,Auxerre,Serhou Guirassy,serhou guirassy,Q18637429,,serhou guirassy;serhou yadaly guirassy
koln,1. FC Köln,auxerre,Auxerre,Tomasz Kłos,tomasz klos,Q972461,,tomasz klos
koln,1. FC Köln,bastia,Bastia,Anthony Modeste,anthony modeste,Q573640,,anthony modeste;anthony stephane bernard modeste
koln,1. FC Köln,bastia,Bastia,Bernt Haas,bernt haas,Q635027,,bernt haas
koln,1. FC Köln,bastia,Bastia,Horacio Neumann,horacio neumann,Q281612,,horacio neumann;ricardo horacio neumann
koln,1. FC Köln,bastia,Bastia,Lilian Laslandes,lilian laslandes,Q956723,,lilian laslandes
koln,1. FC Köln,cska-moskova,CSKA Moskova,Zoran Tošić,zoran tosic,Q211596,,zoran tosic
koln,1. FC Köln,club-america,Club América,Jorge Meré,jorge mere,Q19796920,,jorge mere;jorge mere perez
koln,1. FC Köln,augsburg,FC Augsburg,Alfons Higl,alfons higl,Q2644374,,alfons higl
koln,1. FC Köln,augsburg,FC Augsburg,Andrew Sinkala,andrew sinkala,Q507479,,andrew mutambo sinkala;andrew sinkala
koln,1. FC Köln,augsburg,FC Augsburg,Bernd Schuster,bernd schuster,Q44389,,bernd schuster
koln,1. FC Köln,augsburg,FC Augsburg,Calvin Brackelmann,calvin brackelmann,Q114406918,,calvin brackelmann;calvin marc brackelmann
koln,1. FC Köln,augsburg,FC Augsburg,Christian Müller,christian muller,Q1081201,,christian muller
koln,1. FC Köln,augsburg,FC Augsburg,Elvis Rexhbeçaj,elvis rexhbecaj,Q47510195,,elvis rexhbecaj
koln,1. FC Köln,augsburg,FC Augsburg,Felipe Chávez,felipe chavez,Q121841651,,felipe chavez;felipe marlon chavez somocursio
koln,1. FC Köln,augsburg,FC Augsburg,Francis Kioyo,francis kioyo,Q88215,,francis adissa kioyo;francis kioyo
koln,1. FC Köln,augsburg,FC Augsburg,Imre Szabics,imre szabics,Q600599,,imre szabics
koln,1. FC Köln,augsburg,FC Augsburg,Jens Hegeler,jens hegeler,Q571241,,jens hegeler
koln,1. FC Köln,augsburg,FC Augsburg,Jörg Reeb,jorg reeb,Q877238,,jorg reeb
koln,1. FC Köln,augsburg,FC Augsburg,Karsten Hutwelker,karsten hutwelker,Q1711285,,karsten hutwelker
koln,1. FC Köln,augsburg,FC Augsburg,Kevin Vogt,kevin vogt,Q573312,,kevin vogt
koln,1. FC Köln,augsburg,FC Augsburg,Lukas Sinkiewicz,lukas sinkiewicz,Q593480,,lukas sinkiewicz
koln,1. FC Köln,augsburg,FC Augsburg,Marius Wolf,marius wolf,Q18342471,,marius wolf
koln,1. FC Köln,augsburg,FC Augsburg,Markus Feulner,markus feulner,Q545001,,markus feulner
koln,1. FC Köln,augsburg,FC Augsburg,Michael Rösele,michael rosele,Q1272876,,michael rosele
koln,1. FC Köln,augsburg,FC Augsburg,Philipp Pentke,philipp pentke,Q2087098,,philipp pentke
koln,1. FC Köln,augsburg,FC Augsburg,Roland Benschneider,roland benschneider,Q1586181,,roland benschneider
koln,1. FC Köln,augsburg,FC Augsburg,Sven Müller,sven muller,Q876468,,sven muller;sven tobias muller
koln,1. FC Köln,augsburg,FC Augsburg,Tobias Strobl,tobias strobl,Q2438006,,tobias strobl
koln,1. FC Köln,hertha-bsc,Hertha BSC,Andriy Voronin,andriy voronin,Q215425,,andriy viktorovych voronin;andriy voronin
koln,1. FC Köln,hertha-bsc,Hertha BSC,Armin Görtz,armin gortz,Q535141,,armin gortz
koln,1. FC Köln,hertha-bsc,Hertha BSC,Carl-Heinz Rühl,carl heinz ruhl,Q463950,,carl heinz ruhl
koln,1. FC Köln,hertha-bsc,Hertha BSC,Christian Lell,christian lell,Q157839,,christian lell
koln,1. FC Köln,hertha-bsc,Hertha BSC,Christian Müller,christian muller,Q1081201,,christian muller
koln,1. FC Köln,hertha-bsc,Hertha BSC,Christopher Schorch,christopher schorch,Q708050,,christopher schorch
koln,1. FC Köln,hertha-bsc,Hertha BSC,Claus-Dieter Wollitz,claus dieter wollitz,Q1098383,,claus dieter wollitz
koln,1. FC Köln,hertha-bsc,Hertha BSC,Davie Selke,davie selke,Q15177921,,davie selke
koln,1. FC Köln,hertha-bsc,Hertha BSC,Falko Götz,falko gotz,Q695876,,falko gotz
koln,1. FC Köln,hertha-bsc,Hertha BSC,Florian Kringe,florian kringe,Q315641,,florian kringe
koln,1. FC Köln,hertha-bsc,Hertha BSC,Franz Brungs,franz brungs,Q120255,,franz brungs
koln,1. FC Köln,hertha-bsc,Hertha BSC,Jens Hegeler,jens hegeler,Q571241,,jens hegeler
koln,1. FC Köln,hertha-bsc,Hertha BSC,Jhon Córdoba,jhon cordoba,Q209847,,jhon andres cordoba copete;jhon cordoba
koln,1. FC Köln,hertha-bsc,Hertha BSC,Jürgen Rumor,jurgen rumor,Q877008,,jurgen rumor
koln,1. FC Köln,hertha-bsc,Hertha BSC,Kostas Konstantinidis,kostas konstantinidis,Q322157,,konstantinos konstantinidis;kostas konstantinidis
koln,1. FC Köln,hertha-bsc,Hertha BSC,Lukas Klünter,lukas klunter,Q23703829,,lukas klunter
koln,1. FC Köln,hertha-bsc,Hertha BSC,Marius Wolf,marius wolf,Q18342471,,marius wolf
koln,1. FC Köln,hertha-bsc,Hertha BSC,Mitchell Weiser,mitchell weiser,Q694852,,mitchell elijah weiser;mitchell weiser
koln,1. FC Köln,hertha-bsc,Hertha BSC,Oliver Schröder,oliver schroder,Q49806,,oliver schroder
koln,1. FC Köln,hertha-bsc,Hertha BSC,Ondrej Duda,ondrej duda,Q6643086,,ondrej duda
koln,1. FC Köln,hertha-bsc,Hertha BSC,Rainer Bonhof,rainer bonhof,Q44951,,rainer bonhof
koln,1. FC Köln,hertha-bsc,Hertha BSC,René Tretschok,rene tretschok,Q317566,,rene tretschok
koln,1. FC Köln,hertha-bsc,Hertha BSC,Sascha Bigalke,sascha bigalke,Q560139,,sascha bigalke
koln,1. FC Köln,hertha-bsc,Hertha BSC,Toni Leistner,toni leistner,Q2441844,,toni andreas leistner;toni leistner
koln,1. FC Köln,hertha-bsc,Hertha BSC,Uwe Rahn,uwe rahn,Q47470,,uwe rahn
koln,1. FC Köln,hertha-bsc,Hertha BSC,Yasuhiko Okudera奥寺 康彦,yasuhiko okudera,Q558944,,yasuhiko okudera
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Anas Ouahim,anas ouahim,Q43779110,,anas ouahim
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Benny Wendt,benny wendt,Q818082,,benny bernhard heinz wendt;benny wendt
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Bjarne Goldbæk,bjarne goldbaek,Q681412,,bjarne goldbaek
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Bruno Labbadia,bruno labbadia,Q57548,,bruno labbadia
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Carsten Jancker,carsten jancker,Q170150,,carsten jancker
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Christian Timm,christian timm,Q75512,,christian timm
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Claus-Dieter Wollitz,claus dieter wollitz,Q1098383,,claus dieter wollitz
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Daniel Halfar,daniel halfar,Q464035,,daniel halfar
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Dimitrios Grammozis,dimitrios grammozis,Q470558,,dimitrios grammozis
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Dominique Heintz,dominique heintz,Q1238218,,dominique heintz
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Enis Alushi,enis alushi,Q1343147,,enis alushi
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Faride Alidou,faride alidou,Q108910657,,faride alidou
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Frank Greiner,frank greiner,Q1443325,,frank greiner
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Frank Hartmann,frank hartmann,Q1443380,,frank hartmann
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Georg Gawliczek,georg gawliczek,Q1504421,,georg gawliczek
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Gerald Ehrmann,gerald ehrmann,Q373569,,gerald ehrmann;gerry ehrmann
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Jannik Mause,jannik mause,Q124757745,,jannik mause
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Julian Krahl,julian krahl,Q57612159,,julian krahl
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Jürgen Rumor,jurgen rumor,Q877008,,jurgen rumor
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Kacper Przybyłko,kacper przybylko,Q111050,,kacper przybylko
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Marco Reich,marco reich,Q680641,,marco franzisco thomas reich;marco reich
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Mitchell Weiser,mitchell weiser,Q694852,,mitchell elijah weiser;mitchell weiser
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Nikola Soldo,nikola soldo,Q89188531,,nikola soldo
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Pascal Ojigwe,pascal ojigwe,Q317785,,pascal karibe ojigwe;pascal ojigwe
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Peter Blusch,peter blusch,Q606690,,peter blusch
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Ragnar Ache,ragnar ache,Q29441774,,ragnar ache;ragnar prince friedel ache
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Reinhard Stumpf,reinhard stumpf,Q553056,,reinhard karl stumpf;reinhard stumpf
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Sebastian Andersson,sebastian andersson,Q553464,,martin sebastian andersson;sebastian andersson
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Simon Zoller,simon zoller,Q926817,,simon zoller
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Sven Müller,sven muller,Q876468,,sven muller;sven tobias muller
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Thomas Allofs,thomas allofs,Q703224,,thomas allofs
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Tomasz Kłos,tomasz klos,Q972461,,tomasz klos
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Uwe Fuchs,uwe fuchs,Q2504212,,uwe fuchs
koln,1. FC Köln,kaiserslautern,Kaiserslautern,Uwe Scherr,uwe scherr,Q1545247,,uwe scherr
koln,1. FC Köln,kashima-antlers,Kashima Antlers,Yuya Osako 大迫 勇也,yuya osako,Q195620,,yuya osako
koln,1. FC Köln,lech-poznan,Lech Poznań,Artjoms Rudņevs,artjoms rudnevs,Q114954,,artjoms rudnevs
koln,1. FC Köln,lech-poznan,Lech Poznań,Ian Hoffmann,ian hoffmann,Q98743313,,ian hoffmann;ian jakob hoffmann
koln,1. FC Köln,lech-poznan,Lech Poznań,Jakub Kamiński,jakub kaminski,Q73235453,,jakub kaminski;jakub piotr kaminski
koln,1. FC Köln,lech-poznan,Lech Poznań,Mikael Ishak,mikael ishak,Q1334135,,mikael ishak
koln,1. FC Köln,lech-poznan,Lech Poznań,Rasmus Carstensen,rasmus carstensen,Q65230164,,rasmus carstensen
koln,1. FC Köln,lech-poznan,Lech Poznań,Sławomir Peszko,slawomir peszko,Q402320,,slawomir konrad peszko;slawomir peszko
koln,1. FC Köln,legia-warszawa,Legia Warszawa,Dariusz Dziekanowski,dariusz dziekanowski,Q597893,,dariusz dziekanowski;dariusz pawel dziekanowski
koln,1. FC Köln,legia-warszawa,Legia Warszawa,Filip Mladenović,filip mladenovic,Q638504,,filip mladenovic
koln,1. FC Köln,legia-warszawa,Legia Warszawa,Ondrej Duda,ondrej duda,Q6643086,,ondrej duda
koln,1. FC Köln,lokomotiv-moskova,Lokomotiv Moskova,Aleksandr Rytchkov,aleksandr rytchkov,Q1760431,,aleksandr nikolayevich rytchkov;aleksandr rytchkov
koln,1. FC Köln,lokomotiv-moskova,Lokomotiv Moskova,Nemanja VučićevićНемања Вучићевић,nemanja vucicevic,Q958335,,nemanja vucicevic
koln,1. FC Köln,mainz-05,Mainz 05,Adrian Spyrka,adrian spyrka,Q374280,,adrian spyrka
koln,1. FC Köln,mainz-05,Mainz 05,Andriy Voronin,andriy voronin,Q215425,,andriy viktorovych voronin;andriy voronin
koln,1. FC Köln,mainz-05,Mainz 05,Anthony Ujah,anthony ujah,Q574080,,anthony ujah
koln,1. FC Köln,mainz-05,Mainz 05,Christian Clemens,christian clemens,Q331944,,christian clemens
koln,1. FC Köln,mainz-05,Mainz 05,Daniel Brosinski,daniel brosinski,Q666420,,daniel brosinski
koln,1. FC Köln,mainz-05,Mainz 05,Eric Martel,eric martel,Q102068288,,eric martel
koln,1. FC Köln,mainz-05,Mainz 05,Georg Tripp,georg tripp,Q876622,,georg tripp
koln,1. FC Köln,mainz-05,Mainz 05,Hanno Balitsch,hanno balitsch,Q391057,,hanno balitsch
koln,1. FC Köln,mainz-05,Mainz 05,Henrique Sereno,henrique sereno,Q716336,,henrique sereno;henrique sereno fonseca
koln,1. FC Köln,mainz-05,Mainz 05,Imre Szabics,imre szabics,Q600599,,imre szabics
koln,1. FC Köln,mainz-05,Mainz 05,Jan-Christoph Bartels,jan christoph bartels,Q57581133,,jan christoph bartels
koln,1. FC Köln,mainz-05,Mainz 05,Jhon Córdoba,jhon cordoba,Q209847,,jhon andres cordoba copete;jhon cordoba
koln,1. FC Köln,mainz-05,Mainz 05,Johannes Geis,johannes geis,Q2107476,,johannes geis
koln,1. FC Köln,mainz-05,Mainz 05,Luca Kilian,luca kilian,Q66433557,,luca jannis kilian;luca kilian
koln,1. FC Köln,mainz-05,Mainz 05,Marcel Risse,marcel risse,Q691578,,marcel risse
koln,1. FC Köln,mainz-05,Mainz 05,Markus Dworrak,markus dworrak,Q1901443,,markus dworrak
koln,1. FC Köln,mainz-05,Mainz 05,Markus Feulner,markus feulner,Q545001,,markus feulner
koln,1. FC Köln,mainz-05,Mainz 05,Markus Kreuz,markus kreuz,Q1901644,,markus kreuz
koln,1. FC Köln,mainz-05,Mainz 05,Maximilian Schmid,maximilian schmid,Q116760139,,maximilian schmid
koln,1. FC Köln,mainz-05,Mainz 05,Neven Subotić,neven subotic,Q161038,,neven subotic
koln,1. FC Köln,mainz-05,Mainz 05,Spasoje Bulajič,spasoje bulajic,Q2166258,,spasoje bulajic
koln,1. FC Köln,mainz-05,Mainz 05,Tom Krauß,tom krauss,Q61680475,,tom krauss
koln,1. FC Köln,metz,Metz,Anthony Baffoe,anthony baffoe,Q95309,,anthony baffoe
koln,1. FC Köln,metz,Metz,Faryd Mondragón,faryd mondragon,Q352215,,faryd camilo mondragon ali;faryd mondragon
koln,1. FC Köln,metz,Metz,Georg Tripp,georg tripp,Q876622,,georg tripp
koln,1. FC Köln,metz,Metz,Rigobert Song,rigobert song,Q215533,,rigobert song;rigobert song bahanag
koln,1. FC Köln,metz,Metz,Youssef Mokhtari,youssef mokhtari,Q61921,,youssef mokhtari
koln,1. FC Köln,molde,Molde,Birk Risa,birk risa,Q30333035,,birk risa
koln,1. FC Köln,molde,Molde,Jacob Steen Christensen,jacob steen christensen,Q58889636,,jacob steen christensen;jacob steen vestergaard christensen
koln,1. FC Köln,molde,Molde,Roger Nilsen,roger nilsen,Q1398845,,roger nilsen
koln,1. FC Köln,freiburg,SC Freiburg,Alfons Higl,alfons higl,Q2644374,,alfons higl
koln,1. FC Köln,freiburg,SC Freiburg,Benny Wendt,benny wendt,Q818082,,benny bernhard heinz wendt;benny wendt
koln,1. FC Köln,freiburg,SC Freiburg,Dominique Heintz,dominique heintz,Q1238218,,dominique heintz
koln,1. FC Köln,freiburg,SC Freiburg,Jörg Heinrich,jorg heinrich,Q390159,,jorg heinrich
koln,1. FC Köln,freiburg,SC Freiburg,Luca Waldschmidt,luca waldschmidt,Q19831784,,gian luca waldschmidt;luca waldschmidt
koln,1. FC Köln,freiburg,SC Freiburg,Lukas Kübler,lukas kubler,Q4419904,,lukas kubler
koln,1. FC Köln,freiburg,SC Freiburg,Martin Braun,martin braun,Q880419,,martin braun
koln,1. FC Köln,freiburg,SC Freiburg,Roda Antar,roda antar,Q432218,,roda abdelhassan antar;roda antar
koln,1. FC Köln,freiburg,SC Freiburg,Rolf-Christel Guié-Mien,rolf christel guie mien,Q706382,,rolf christel guie mien
koln,1. FC Köln,freiburg,SC Freiburg,Sascha Riether,sascha riether,Q449214,,sascha riether
koln,1. FC Köln,freiburg,SC Freiburg,Sebastian Freis,sebastian freis,Q128877,,sebastian freis
koln,1. FC Köln,freiburg,SC Freiburg,Wilfried Sanou,wilfried sanou,Q44266,,wilfried sanou
koln,1. FC Köln,freiburg,SC Freiburg,Youssef Mohamad,youssef mohamad,Q537655,,youssef mohamad;youssef wassef mohamad
koln,1. FC Köln,samsunspor,Samsunspor,Kingsley Schindler,kingsley schindler,Q27070247,,kingsley schindler
koln,1. FC Köln,strasbourg,Strasbourg,Bart Carlier,bart carlier,Q594081,,anthonius hubertus carlier;bart carlier
koln,1. FC Köln,strasbourg,Strasbourg,Fabrice Ehret,fabrice ehret,Q44869,,fabrice ehret
koln,1. FC Köln,strasbourg,Strasbourg,Thomas Allofs,thomas allofs,Q703224,,thomas allofs
koln,1. FC Köln,strasbourg,Strasbourg,Wolfgang Rolff,wolfgang rolff,Q68777,,wolfgang rolff
koln,1. FC Köln,union-berlin,Union Berlin,Anthony Ujah,anthony ujah,Q574080,,anthony ujah
koln,1. FC Köln,union-berlin,Union Berlin,Daniel Mesenhöler,daniel mesenholer,Q18642656,,daniel mesenholer
koln,1. FC Köln,union-berlin,Union Berlin,Dominique Heintz,dominique heintz,Q1238218,,dominique heintz
koln,1. FC Köln,union-berlin,Union Berlin,Jörg Heinrich,jorg heinrich,Q390159,,jorg heinrich
koln,1. FC Köln,union-berlin,Union Berlin,Kevin Vogt,kevin vogt,Q573312,,kevin vogt
koln,1. FC Köln,union-berlin,Union Berlin,Kristian Pedersen,kristian pedersen,Q18623792,,kristian majdahl pedersen;kristian pedersen
koln,1. FC Köln,union-berlin,Union Berlin,Marcel Hartel,marcel hartel,Q23063163,,marcel hartel
koln,1. FC Köln,union-berlin,Union Berlin,Marius Bülter,marius bulter,Q55979357,,marius bulter
koln,1. FC Köln,union-berlin,Union Berlin,Maximilian Thiel,maximilian thiel,Q1913799,,maximilian thiel
koln,1. FC Köln,union-berlin,Union Berlin,Michael Parensen,michael parensen,Q1289675,,michael parensen
koln,1. FC Köln,union-berlin,Union Berlin,Neven Subotić,neven subotic,Q161038,,neven subotic
koln,1. FC Köln,union-berlin,Union Berlin,Philipp Hosiner,philipp hosiner,Q444737,,philipp hosiner
koln,1. FC Köln,union-berlin,Union Berlin,Roman Prokoph,roman prokoph,Q327242,,roman prokoph
koln,1. FC Köln,union-berlin,Union Berlin,Ronny Teuber,ronny teuber,Q75396,,ronny teuber
koln,1. FC Köln,union-berlin,Union Berlin,Sebastian Andersson,sebastian andersson,Q553464,,martin sebastian andersson;sebastian andersson
koln,1. FC Köln,union-berlin,Union Berlin,Simon Terodde,simon terodde,Q325075,,simon terodde
koln,1. FC Köln,union-berlin,Union Berlin,Toni Leistner,toni leistner,Q2441844,,toni andreas leistner;toni leistner
koln,1. FC Köln,union-berlin,Union Berlin,Torsten Wruck,torsten wruck,Q84034309,,torsten wruck
koln,1. FC Köln,urawa-reds,Urawa Red Diamonds,Alpay Özalan,alpay ozalan,Q435749,,alpay ozalan
koln,1. FC Köln,urawa-reds,Urawa Red Diamonds,Kazuki Nagasawa,kazuki nagasawa,Q15427619,,kazuki nagasawa
koln,1. FC Köln,urawa-reds,Urawa Red Diamonds,Tomoaki Makino 槙野 智章,tomoaki makino,Q558869,,tomoaki makino
koln,1. FC Köln,urawa-reds,Urawa Red Diamonds,Uwe Bein,uwe bein,Q455161,,uwe bein
koln,1. FC Köln,urawa-reds,Urawa Red Diamonds,Uwe Rahn,uwe rahn,Q47470,,uwe rahn
koln,1. FC Köln,urawa-reds,Urawa Red Diamonds,Wilfried Sanou,wilfried sanou,Q44266,,wilfried sanou
koln,1. FC Köln,bochum,VfL Bochum,Alexander Bade,alexander bade,Q316801,,alexander bade
koln,1. FC Köln,bochum,VfL Bochum,Andrzej Rudy,andrzej rudy,Q515494,,andrzej rudy
koln,1. FC Köln,bochum,VfL Bochum,Dominique Heintz,dominique heintz,Q1238218,,dominique heintz
koln,1. FC Köln,bochum,VfL Bochum,Elvis Rexhbeçaj,elvis rexhbecaj,Q47510195,,elvis rexhbecaj
koln,1. FC Köln,bochum,VfL Bochum,Georgi Donkov,georgi donkov,Q977340,,georgi dimitrov donkov;georgi donkov
koln,1. FC Köln,bochum,VfL Bochum,Giovanni Federico,giovanni federico,Q1526089,,giovanni federico
koln,1. FC Köln,bochum,VfL Bochum,Jannes Horn,jannes horn,Q26211997,,jannes horn;jannes kilian horn
koln,1. FC Köln,bochum,VfL Bochum,Jong Tae-se정대세 鄭大世チョン・テセ,jong tae se,Q310673,,jong tae se;jong tae se south korea jong tae se north korea chong tese japan
koln,1. FC Köln,bochum,VfL Bochum,Karsten Hutwelker,karsten hutwelker,Q1711285,,karsten hutwelker
koln,1. FC Köln,bochum,VfL Bochum,Kevin Vogt,kevin vogt,Q573312,,kevin vogt
koln,1. FC Köln,bochum,VfL Bochum,Klaus Fischer,klaus fischer,Q169999,,klaus fischer
koln,1. FC Köln,bochum,VfL Bochum,Lukas Sinkiewicz,lukas sinkiewicz,Q593480,,lukas sinkiewicz
koln,1. FC Köln,bochum,VfL Bochum,Marvin Matip,marvin matip,Q529678,,marvin job matip;marvin matip
koln,1. FC Köln,bochum,VfL Bochum,Mërgim Mavraj,mergim mavraj,Q667535,,mergim mavraj
koln,1. FC Köln,bochum,VfL Bochum,Oliver Schröder,oliver schroder,Q49806,,oliver schroder
koln,1. FC Köln,bochum,VfL Bochum,Peter Madsen,peter madsen,Q700558,,peter madsen;peter planch madsen
koln,1. FC Köln,bochum,VfL Bochum,Roman Prokoph,roman prokoph,Q327242,,roman prokoph
koln,1. FC Köln,bochum,VfL Bochum,Sebastian Schindzielorz,sebastian schindzielorz,Q686352,,sebastian schindzielorz
koln,1. FC Köln,bochum,VfL Bochum,Simon Terodde,simon terodde,Q325075,,simon terodde
koln,1. FC Köln,bochum,VfL Bochum,Simon Zoller,simon zoller,Q926817,,simon zoller
koln,1. FC Köln,bochum,VfL Bochum,Stefan Kohn,stefan kohn,Q2336773,,stefan kohn
koln,1. FC Köln,bochum,VfL Bochum,Sunday Oliseh,sunday oliseh,Q434750,,sunday ogochukwu oliseh;sunday oliseh
koln,1. FC Köln,bochum,VfL Bochum,Timo Horn,timo horn,Q820942,,timo horn;timo phil horn
koln,1. FC Köln,bochum,VfL Bochum,Tom Krauß,tom krauss,Q61680475,,tom krauss
koln,1. FC Köln,bochum,VfL Bochum,Tomasz Zdebel,tomasz zdebel,Q62796,,tomasz zdebel
ac-milan,AC Milan,koln,1. FC Köln,Karl-Heinz Schnellinger,karl heinz schnellinger,Q60435,,karl heinz schnellinger
ac-milan,AC Milan,aek-athens,AEK Athens,Dídac Vilà,didac vila,Q316467,,didac vila;didac vila rossello
ac-milan,AC Milan,aek-athens,AEK Athens,Emerson,emerson,Q215952,,emerson;emerson barbosa rodrigues dos santos;emerson da conceicao;emerson da luz;emerson dos santos da luz;emerson ferreira da rosa;emerson luiz firmino;emerson moises costa;emerson pereira da silva
ac-milan,AC Milan,aek-athens,AEK Athens,Júlio César,julio cesar,Q603190,,julio cesar;julio cesar antonio de souza;julio cesar da silva;julio cesar da silva e souza;julio cesar da silva rodriguez;julio cesar de souza santos;julio cesar jacobi;julio cesar mendes moreira;julio cesar santos correa;julio cesar soares de espindola
ac-milan,AC Milan,aek-athens,AEK Athens,Leonardo,leonardo,Q46741,,jose leonardo ribeiro da silva;leonardo;leonardo araujo;leonardo da silva souza;leonardo de vitor santiago;leonardo dos santos silva;leonardo jose aparecido moura;leonardo nascimento de araujo;leonardo nascimento lopes de souza;leonardo pereira da silva;leonardo rodrigues perreira
ac-milan,AC Milan,aek-athens,AEK Athens,Luka Jović,luka jovic,Q16979983,,luka jovic
ac-milan,AC Milan,aek-athens,AEK Athens,Rivaldo,rivaldo,Q483577,,rivaldo;rivaldo barbosa de souza;rivaldo vitor borba ferreira
ac-milan,AC Milan,aek-athens,AEK Athens,Sokratis Papastathopoulos,sokratis papastathopoulos,Q192923,,sokratis papastathopoulos
ac-milan,AC Milan,aik,AIK,Andreas Andersson,andreas andersson,Q495810,,andreas andersson;andreas claes andersson
ac-milan,AC Milan,aik,AIK,Axel Sandler,axel sandler,Q123573998,,axel sandler;axel vilhelm olavi sandler
ac-milan,AC Milan,aik,AIK,Kurt Hamrin,kurt hamrin,Q363766,,kurt hamrin;kurt roland hamrin
ac-milan,AC Milan,az-alkmaar,AZ Alkmaar,Albert Guðmundsson,albert gudmundsson,Q21171299,,albert gudmundsson;albert sigurdur gudmundsson
ac-milan,AC Milan,az-alkmaar,AZ Alkmaar,Milos Kerkez,milos kerkez,Q110874376,,milos kerkez
ac-milan,AC Milan,az-alkmaar,AZ Alkmaar,Tijjani Reijnders,tijjani reijnders,Q39500352,,tijjani martinus jan reijnders;tijjani reijnders
ac-milan,AC Milan,aberdeen,Aberdeen,Marko Lazetić,marko lazetic,Q102566182,,marko lazetic
ac-milan,AC Milan,aberdeen,Aberdeen,Patrizio Billio,patrizio billio,Q1444875,,patrizio billio
ac-milan,AC Milan,adana-demirspor,Adana Demirspor,Júlio César,julio cesar,Q603190,,julio cesar;julio cesar antonio de souza;julio cesar da silva;julio cesar da silva e souza;julio cesar da silva rodriguez;julio cesar de souza santos;julio cesar jacobi;julio cesar mendes moreira;julio cesar santos correa;julio cesar soares de espindola
ac-milan,AC Milan,adana-demirspor,Adana Demirspor,M'Baye Niang,m baye niang,Q26522,,m baye hamady niang;m baye niang
ac-milan,AC Milan,adana-demirspor,Adana Demirspor,Mario Balotelli,mario balotelli,DEMO-068-mario-balotelli,,mario balotelli;mario balotelli barwuah
ac-milan,AC Milan,adana-demirspor,Adana Demirspor,Mario Balotelli,mario balotelli,Q129700,,mario balotelli;mario balotelli barwuah
ac-milan,AC Milan,ajax,Ajax,Bojan Krkić,bojan krkic,Q179172,,bojan krkic;bojan krkic perez
ac-milan,AC Milan,ajax,Ajax,Brian Laudrup,brian laudrup,Q212854,,brian laudrup
ac-milan,AC Milan,ajax,Ajax,Chedric Seedorf,chedric seedorf,Q1650766,,chedric seedorf
ac-milan,AC Milan,ajax,Ajax,Clarence Seedorf,clarence seedorf,DEMO-095-clarence-seedorf,,clarence clyde seedorf;clarence seedorf
ac-milan,AC Milan,ajax,Ajax,Clarence Seedorf,clarence seedorf,Q484909,,clarence seedorf
ac-milan,AC Milan,ajax,Ajax,Edgar Davids,edgar davids,Q185115,,edgar davids;edgar steven davids
ac-milan,AC Milan,ajax,Ajax,Frank Rijkaard,frank rijkaard,Q169098,,frank rijkaard;franklin edmundo rijkaard
